Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order
Snake,Python,,,Carpet Python,,,Carpet Python  ,Morelia spilota,M.spilota,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Morelia,,spilota,,,,Snake > Python,Morelia > spilota,"Carpet Python
 > Morelia spilota",SNPYT,CARPY,,,,,,,,,293
Snake,Python,,,Green Tree Python,,,Green Tree Python  ,Morelia viridis,M.viridis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Morelia,,viridis,,,,Snake > Python,Morelia > viridis,"Green Tree Python
 > Morelia viridis",SNPYT,GRTPY,,,,,,,,,294
Snake,Python,,,Burmese Python,,,Burmese Python  ,Python bivittatus,P.bivittatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Python,,bivittatus,,,,Snake > Python,Python > bivittatus,"Burmese Python
 > Python bivittatus",SNPYT,BURPY,,,,,,,,,295
Snake,Python,,,Blood Python,,,Blood Python  ,Python brongersmai,P.brongersmai,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Python,,breitensteini,,,,Snake > Python,Python > breitensteini,"Blood Python
 > Python brongersmai",SNPYT,BLOPY,,,,,,,,,296
Snake,Python,,,Short-Tailed Python ,Borneo Python,Borneo short tailed python,Short-Tailed Python  Borneo Python Borneo short tailed python,Python breitensteini,P. breitensteini,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Python,,brongersmai,,,,Snake > Python,Python > brongersmai,"Short-Tailed Python 
 > Python breitensteini",SNPYT,SHTPY,,,,,,,,,297
Snake,Python,,,Rock Python **,,,Rock Python **  ,Python molurus,P.molurus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Python,,molurus,,,,Snake > Python,Python > molurus,"Rock Python **
 > Python molurus",SNPYT,IROPY,,,,,,,,,298
Snake,Python,,,Ball Python,,,Ball Python  ,Python regius,P.regius,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Python,,regius,,,,Snake > Python,Python > regius,"Ball Python
 > Python regius",SNPYT,BALPY,,,,,,,,,299
Snake,Python,,,Scrub Python,Amethystine python,,Scrub Python Amethystine python ,Simalia amethistina,S.amethistina,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Simalia,,amethistina,,,,Snake > Python,Simalia > amethistina,"Scrub Python
 > Simalia amethistina",SNPYT,SCRPY,,,,,,,,,300
Snake,Python,,,Boelen's Python,,,Boelen's Python  ,Simalia boeleni,S.boeleni,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Simalia,,boeleni,,,,Snake > Python,Simalia > boeleni,"Boelen's Python
 > Simalia boeleni",SNPYT,BOEPY,,,,,,,,,301
Snake,Python,,,Tanimbar Python,,,Tanimbar Python  ,Simalia nauta,S.nauta,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Pythonidae,,,Simalia,,nauta,,,,Snake > Python,Simalia > nauta,"Tanimbar Python
 > Simalia nauta",SNPYT,TANPY,,,,,,,,,302
,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303
Snake,Viper,,,Copperhead,,,Copperhead  ,Agkistrodon contortrix*,A.contortrix*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Agkistrodon,,contortrix*,,,,Snake > Viper,Agkistrodon > contortrix*,"Copperhead
 > Agkistrodon contortrix*",SNVIP,COPHD,,,,,,,,,304
Snake,Viper,,,Gaboon Viper,,,Gaboon Viper  ,Bitis gabonica,B.gabonica,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Viperinae,,Bitis,,gabonica,,,,Snake > Viper,Bitis > gabonica,"Gaboon Viper
 > Bitis gabonica",SNVIP,GABVP,,,,,,,,,305
Snake,Viper,,,Desert horned viper,,,Desert horned viper  ,Cerastes cerastes,C. cerastes,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Viperinae,,Cerastes,,cerastes,,,,Snake > Viper,Cerastes > cerastes,"Desert horned viper
 > Cerastes cerastes",SNVIP,DHOVP,,,,,,,,,306
Snake,Viper,,,Saharan sand viper,,,Saharan sand viper  ,Cerastes vipera,C. vipera,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Viperinae,,Cerastes,,vipera,,,,Snake > Viper,Cerastes > vipera,"Saharan sand viper
 > Cerastes vipera",SNVIP,SSNVP,,,,,,,,,307
Snake,Viper,,,Western Diamondback Rattlesnake,,,Western Diamondback Rattlesnake  ,Crotalus atrox,C.atrox,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Crotalus,,atrox,,,,Snake > Viper,Crotalus > atrox,"Western Diamondback Rattlesnake
 > Crotalus atrox",SNVIP,WDRTL,,,,,,,,,308
Snake,Viper,,,White Lipped Pit Viper,,,White Lipped Pit Viper  ,Trimeresurus albolaris,T.albolaris,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Trimeresurus,,albolaris,,,,Snake > Viper,Trimeresurus > albolaris,"White Lipped Pit Viper
 > Trimeresurus albolaris",SNVIP,WLPVP,,,,,,,,,309
Snake,Viper,,,White Lipped Pit Viper (Sunda Island),,,White Lipped Pit Viper (Sunda Island)  ,Trimeresurus insularis,T.insularis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Trimeresurus,,insularis,,,,Snake > Viper,Trimeresurus > insularis,"White Lipped Pit Viper (Sunda Island)
 > Trimeresurus insularis",SNVIP,SWLPV,,,,,,,,,310
Snake,Viper,,,Mangrove pit viper,mangrove viper,Shore viper,Mangrove pit viper mangrove viper Shore viper,Trimeresurus purpureomaculatus,T.purpureomaculatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Trimeresurus,,purpureomaculatus,,,,Snake > Viper,Trimeresurus > purpureomaculatus,"Mangrove pit viper
 > Trimeresurus purpureomaculatus",SNVIP,MNGVP,,,,,,,,,311
Snake,Viper,,,Broad-Banded Pit Viper,broad-banded temple pitviper,,Broad-Banded Pit Viper broad-banded temple pitviper ,"Tropidolaemus laticinctus
",T.laticinctus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Tropidolaemus,,laticinctus,,,,Snake > Viper,Tropidolaemus > laticinctus,"Broad-Banded Pit Viper
 > Tropidolaemus laticinctus",SNVIP,BROVP,,,,,,,,,312
Snake,Viper,,,Wagler's Pit Viper,,,Wagler's Pit Viper  ,Tropidolaemus wagleri,T. wagleri,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Viperidae,Crotalinae,,Tropidolaemus,,wagleri,,,,Snake > Viper,Tropidolaemus > wagleri,"Wagler's Pit Viper
 > Tropidolaemus wagleri",SNVIP,WAGVP,,,,,,,,,313
Snake,Viper,,,Pit Viper *,,,Pit Viper *  ,,,,,,,,,,,,,,,,,,,,Snake > Viper,>,"Pit Viper *
 >",SNVIP,PITVP,,,,,,,,,314
Snake,Water snake,,,Tentacled Snake,,,Tentacled Snake  ,Erpeton tentaculatum,E. tentaculatum,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Homalopsidae,,,Erpeton,,buccata,,,,Snake > Water snake,Erpeton > buccata,"Tentacled Snake
 > Erpeton tentaculatum",SNWAT,TNTSN,,,,,,,,,315
Snake,Water snake,,,Puff-Faced Water Snake,,,Puff-Faced Water Snake  ,Homalopsis buccata,H. buccata,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Homalopsidae,,,Homalopsis,,buccata,,,,Snake > Water snake,Homalopsis > buccata,"Puff-Faced Water Snake
 > Homalopsis buccata",SNWAT,PFFWS,,,,,,,,,316
Snake,Water snake,,,Rice Paddy Snake,plumbeous water snake,orange bellied water snake,Rice Paddy Snake plumbeous water snake orange bellied water snake,Hypsiscopus plumbea,H. plumbea,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Homalopsidae,,,Hypsiscopus,,plumbea,,,,Snake > Water snake,Hypsiscopus > plumbea,"Rice Paddy Snake
 > Hypsiscopus plumbea",SNWAT,RCPWS,,,,,,,,,317
Snake,Xenoleptis,,,Sunbeam Snake,,,Sunbeam Snake  ,Xenopeltis unicolor,X. unicolor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Xenopeltidae,,,Xenopeltis,,unicolor,,,,Snake > Xenoleptis,Xenopeltis > unicolor,"Sunbeam Snake
 > Xenopeltis unicolor",SNXEN,SUNBM,,,,,,,,,318
User,,,,-,,,-  ,,,,,,,,,,,,,,,,,,,,User >,>,"-
 >",US,,,,,,,,,,319
User,,,,*,,,*  ,,,,,,,,,,,,,,,,,,,,User >,>,"*
 >",US,,,,,,,,,,320
User,,,,Bird,,,Bird  ,,,,,,,,,,,,,,,,,,,,User >,>,"Bird
 >",US,,,,,,,,,,321
User,,,,Bird or Mammal,,,Bird or Mammal  ,,,,,,,,,,,,,,,,,,,,User >,>,"Bird or Mammal
 >",US,,,,,,,,,,322
User,,,,Check,,,Check  ,,,,,,,,,,,,,,,,,,,,User >,>,"Check
 >",US,,,,,,,,,,323
User,,,,Chelonian,,,Chelonian  ,,,,,,,,,,,,,,,,,,,,User >,>,"Chelonian
 >",US,,,,,,,,,,324
User,,,,Croc*,,,Croc*  ,,,,,,,,,,,,,,,,,,,,User >,>,"Croc*
 >",US,,,,,,,,,,325
User,,,,Empty,,,Empty  ,,,,,,,,,,,,,,,,,,,,User >,>,"Empty
 >",US,,,,,,,,,,326
User,,,,Empty Slot,,,Empty Slot  ,,,,,,,,,,,,,,,,,,,,User >,>,"Empty Slot
 >",US,,,,,,,,,,327
User,,,,Mammal,,,Mammal  ,,,,,,,,,,,,,,,,,,,,User >,>,"Mammal
 >",US,,,,,,,,,,328
User,,,,Other,,,Other  ,,,,,,,,,,,,,,,,,,,,User >,>,"Other
 >",US,,,,,,,,,,329
User,,,,Rennovation,,,Rennovation  ,,,,,,,,,,,,,,,,,,,,User >,>,"Rennovation
 >",US,,,,,,,,,,330
User,,,,Reserved,,,Reserved  ,,,,,,,,,,,,,,,,,,,,User >,>,"Reserved
 >",US,,,,,,,,,,331
User,,,,Rodent,,,Rodent  ,,,,,,,,,,,,,,,,,,,,User >,>,"Rodent
 >",US,,,,,,,,,,332
User,,,,Animal,,,Animal  ,,,,,,,,,,,,,,,,,,,,User >,>,"Animal
 >",US,,,,,,,,,,333
User,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334
User,,,,Under construction,,,Under construction  ,,,,,,,,,,,,,,,,,,,,User >,>,"Under construction
 >",US,,,,,,,,,,335
User,,,,Unkown,,,Unkown  ,,,,,,,,,,,,,,,,,,,,User >,>,"Unkown
 >",US,,,,,,,,,,336
User,,,,Unusable,,,Unusable  ,,,,,,,,,,,,,,,,,,,,User >,>,"Unusable
 >",US,,,,,,,,,,337
,,,,Dummy,,,Dummy  ,,,,,,,,,,,,,,,,,,,,>,>,"Dummy
 >",,,,,,,,,,,338
,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339
